"RANK","Nom Unité Opérationnelle","Identifiant GED","Site CEC","Service","Fournisseur","Blocage","Chef de projet","Entité","CA","Num commande","Montant de la commande/Appel de cde","Montant des réceptions","Montant des factures","Montant mise à disposition","Numéro Facture","Montant Facture TTC (DEVISE)","Devise Facture","Type","Acheteur","Type d'achat PO","Intervenant","Nombre de jours à l'échéance","Échéance"
"683","OCP_55574:73493","330_0003_565682","Port Jorf","JORF Z","Fournisseur Z","XX","XX","683","683","C1084069","1239360","51217","179071","347422","F_6611227","187937","USD","F étrangers","RIYAHI.8613","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","17","Echue dans 30 jours"
"684","JF8_48982:7021","30_0003_500589","Port Jorf","JORF B","Fournisseur A","XX","XX","684","684","D5885723","82205800","10567400","28960200","23162100","?_5389522","12200100","MAD","F locaux","KARAMI.5966","E - Equipement","SPOC","5","Echue dans 7 jours"
"685","JF8_18659:81580","0921_0090_33254483","Port Jorf","JORF Z","Fournisseur B","XX","XX","685","685","E4796680","29120100","18537400","22590200","7091790",">_3893354","5783220","MAD","F locaux","HASSAN.3401","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-11","Echue"
"686","JF8_41058:53515","322_0117_561358720","Port Jorf","JORF B","Fournisseur C","XX","XX","686","686","?3490185","93636900","41034600","67965100","84447200","=_6520427","25044700","MAD","F locaux","RABII.956","S - stocks","SPOC","-8","Echue"
"691","JF8_21137:39282","?_779414_28788047","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","F5834726","17959600","14289200","16377300","14557500",">_4363411","13119500","MAD","F locaux","KANFAOUI.124","S - stocks","Litige","22","Echue dans 30 jours"
"692","JF8_94778:80358","CDS30403_0210_59054","Port Jorf","JORF B","Fournisseur Y","XX","XX","692","692","F3618549","84434200","59487200","60767800","66725800","E_2801285","38504300","USD","F étrangers","SAMAR.8957","M - marché","SPOC","29","Echue dans 30 jours"
"693","OCP_98286:65936","330_0003_565683","Port Jorf","JORF Z","Fournisseur Z","XX","XX","693","693","A5588279","88702700","29613000","49783500","83341000","E_953025","64615700","USD","F étrangers","RIYAHI.8614","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-4","Echue"
"694","OCP_97151:43806","30_0003_500590","Port Jorf","JORF B","Fournisseur A","XX","XX","694","694","@96178","49966100","18302500","26978900","46825100","@_154928","37439000","MAD","F locaux","KARAMI.5967","E - Equipement","SPOC","34","Echue dans 60 jours"
"695","OCP_24100:14744","0921_0090_33254484","Port Jorf","JORF Z","Fournisseur B","XX","XX","695","695","A2177777","45681300","1210600","1739260","10639600","E_1338834","10455100","MAD","F locaux","HASSAN.3402","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","21","Echue dans 30 jours"
"696","JF8_69372:38228","322_0117_561358721","Port Jorf","JORF B","Fournisseur C","XX","XX","696","696","E4112427","79124800","38814900","60642100","73004000","=_4113270","66321500","MAD","F locaux","RABII.957","S - stocks","SPOC","-3","Echue"
"701","JF8_49229:12685","U_904379_67707283","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","A3361947","15993000","3606920","7023280","1731010","<_4788811","762168","MAD","F locaux","KANFAOUI.125","S - stocks","Litige","18","Echue dans 30 jours"
"702","JF8_22930:69402","CDS30403_0210_59055","Port Jorf","JORF B","Fournisseur Y","XX","XX","702","702","B4073711","70596900","7837250","63764800","49208300","E_4326339","8284350","USD","F étrangers","SAMAR.8958","M - marché","SPOC","-10","Echue"
"703","OCP_82391:33631","330_0003_565684","Port Jorf","JORF Z","Fournisseur Z","XX","XX","703","703","E5366322","80849700","2715600","4618720","36307400","?_1660132","16916400","USD","F étrangers","RIYAHI.8615","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","54","Echue dans 60 jours"
"704","JF8_35453:47238","30_0003_500591","Port Jorf","JORF B","Fournisseur A","XX","XX","704","704","<5683542","34681000","7433190","15969800","17993100","D_5173056","15553400","MAD","F locaux","KARAMI.5968","E - Equipement","SPOC","59","Echue dans 60 jours"
"705","JF8_7888:24791","0921_0090_33254485","Port Jorf","JORF Z","Fournisseur B","XX","XX","705","705","F5085128","57811700","342216","2986370","40344400","@_6200571","15515700","MAD","F locaux","HASSAN.3403","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","20","Echue dans 30 jours"
"706","JF8_7445:72659","322_0117_561358722","Port Jorf","JORF B","Fournisseur C","XX","XX","706","706","C5953244","21347600","448381","6607130","18071100","F_4067623","15823600","MAD","F locaux","RABII.958","S - stocks","SPOC","34","Echue dans 60 jours"
"711","OCP_41474:40921","M_53686_67956866","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","@40416","40974800","3400240","13860800","16528900","=_4556526","9614940","MAD","F locaux","KANFAOUI.126","S - stocks","Litige","-1","Echue"
"712","OCP_44921:38271","CDS30403_0210_59056","Port Jorf","JORF B","Fournisseur Y","XX","XX","712","712","D6424942","37039100","24423800","29039600","28869000","B_4411630","17173400","USD","F étrangers","SAMAR.8959","M - marché","SPOC","5","Echue dans 7 jours"
"713","OCP_14533:21622","330_0003_565685","Port Jorf","JORF Z","Fournisseur Z","XX","XX","713","713","B3278668","3691790","965648","2025210","2084240","<_4305085","115763","USD","F étrangers","RIYAHI.8616","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","58","Echue dans 60 jours"
"714","JF8_56638:53229","30_0003_500592","Port Jorf","JORF B","Fournisseur A","XX","XX","714","714","@5882873","52465200","21120000","22766900","50489600","@_980354","38195700","MAD","F locaux","KARAMI.5969","E - Equipement","SPOC","3","Echue dans 7 jours"
"715","JF8_33774:19004","0921_0090_33254486","Port Jorf","JORF Z","Fournisseur B","XX","XX","715","715","C2051460","34389000","19742700","30470100","22667100","<_1898737","22043800","MAD","F locaux","HASSAN.3404","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-7","Echue"
"716","JF8_58089:5066","322_0117_561358723","Port Jorf","JORF B","Fournisseur C","XX","XX","716","716","<3300828","67947900","29913900","40225700","39446400","=_4787077","4828470","MAD","F locaux","RABII.959","S - stocks","SPOC","-11","Echue"
"721","JF8_28913:52365","?_984691_62144346","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","@5029986","46429200","4088120","24860200","26513900","D_4179244","5081950","MAD","F locaux","KANFAOUI.127","S - stocks","Litige","24","Echue dans 30 jours"
"722","OCP_80561:54346","CDS30403_0210_59057","Port Jorf","JORF B","Fournisseur Y","XX","XX","722","722","E4356514","64798200","10402800","59094600","28377200","<_3422867","20995100","USD","F étrangers","SAMAR.8960","M - marché","SPOC","-2","Echue"
"723","JF8_49265:50895","330_0003_565686","Port Jorf","JORF Z","Fournisseur Z","XX","XX","723","723","D4111041","53330200","2757580","4519460","49270100","=_6006045","30675500","EUR","F étrangers","RIYAHI.8617","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","46","Echue dans 60 jours"
"724","JF8_78374:88053","30_0003_500593","Port Jorf","JORF B","Fournisseur A","XX","XX","724","724","=3611641","69176500","4694210","12885800","19531000","?_1837172","7484270","MAD","F locaux","KARAMI.5970","E - Equipement","SPOC","56","Echue dans 60 jours"
"725","JF8_54552:30415","0921_0090_33254487","Port Jorf","JORF Z","Fournisseur B","XX","XX","725","725",">2064850","49343000","269999","1168300","1428560","?_719607","1143130","MAD","F locaux","HASSAN.3405","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-18","Echue"
"726","OCP_40758:45545","322_0117_561358724","Port Jorf","JORF B","Fournisseur C","XX","XX","726","726","E6456932","88920600","24013300","41282000","88234700",">_6563776","27197300","MAD","F locaux","RABII.960","S - stocks","SPOC","48","Echue dans 60 jours"
"731","OCP_79988:5398",">_292816_51512353","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","@3541472","49393000","133343","1778850","41188400","D_2777383","13693700","MAD","F locaux","KANFAOUI.128","S - stocks","Litige","55","Echue dans 60 jours"
"732","OCP_38877:85268","CDS30403_0210_59058","Port Jorf","JORF B","Fournisseur Y","XX","XX","732","732","D116450","23397500","4947100","10776600","21284700","B_1176809","11752400","EUR","F étrangers","SAMAR.8961","M - marché","SPOC","23","Echue dans 30 jours"
"733","OCP_90906:19755","330_0003_565687","Port Jorf","JORF Z","Fournisseur Z","XX","XX","733","733","?5435133","95376400","35723600","54793200","194107",">_1803229","69974","EUR","F étrangers","RIYAHI.8618","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","40","Echue dans 60 jours"
"734","OCP_13812:27240","30_0003_500594","Port Jorf","JORF B","Fournisseur A","XX","XX","734","734","A827484","66842000","9089080","53231600","43001000","C_320385","40655800","MAD","F locaux","KARAMI.5971","E - Equipement","SPOC","16","Echue dans 30 jours"
"735","JF8_22943:37913","0921_0090_33254488","Port Jorf","JORF Z","Fournisseur B","XX","XX","735","735","D6635477","62465200","20158400","59741200","28796000","@_4204157","13740800","MAD","F locaux","HASSAN.3406","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","11","Echue dans 30 jours"
"736","JF8_61935:1926","322_0117_561358725","Port Jorf","JORF B","Fournisseur C","XX","XX","736","736","B3321444","56586500","40416000","52537900","37412500","E_2977578","28011200","MAD","F locaux","RABII.961","S - stocks","SPOC","2","Echue dans 7 jours"
"741","JF8_16192:12597","K_123246_97992897","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","B6020461","28856400","2408360","4390590","18083100","B_4377365","12930900","MAD","F locaux","KANFAOUI.129","S - stocks","Litige","13","Echue dans 30 jours"
"742","JF8_27866:68462","CDS30403_0210_59059","Port Jorf","JORF B","Fournisseur Y","XX","XX","742","742","?5372982","12832400","8724070","9477190","48052",">_3769176","32098","USD","F étrangers","SAMAR.8962","M - marché","SPOC","29","Echue dans 30 jours"
"743","OCP_95667:27003","330_0003_565688","Port Jorf","JORF Z","Fournisseur Z","XX","XX","743","743","@3006937","31271300","238529","7707780","17495900","?_5935217","17066500","EUR","F étrangers","RIYAHI.8619","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","10","Echue dans 30 jours"
"744","JF8_34196:64844","30_0003_500595","Port Jorf","JORF B","Fournisseur A","XX","XX","744","744","=1361531","6323820","117871","1394100","1384860","=_6606696","245541","MAD","F locaux","KARAMI.5972","E - Equipement","SPOC","-11","Echue"
"745","JF8_26658:80715","0921_0090_33254489","Port Jorf","JORF Z","Fournisseur B","XX","XX","745","745",">1123258","81930800","15561600","25922500","29349800","E_6267852","4131500","MAD","F locaux","HASSAN.3407","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-10","Echue"
"746","JF8_47838:6976","322_0117_561358726","Port Jorf","JORF B","Fournisseur C","XX","XX","746","746","<1281478","89755300","43142400","66786500","18382000","F_3433881","14802600","MAD","F locaux","RABII.962","S - stocks","SPOC","-18","Echue"
"751","JF8_93849:36783","M_647783_88893136","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","F6499437","89540400","1746390","8239510","24059500","<_3651012","23931100","MAD","F locaux","KANFAOUI.130","S - stocks","Litige","50","Echue dans 60 jours"
"752","JF8_90027:86974","CDS30403_0210_59060","Port Jorf","JORF B","Fournisseur Y","XX","XX","752","752","B2763684","32200600","2840500","8647320","4812920","@_3416206","4019740","USD","F étrangers","SAMAR.8963","M - marché","SPOC","10","Echue dans 30 jours"
"753","OCP_24242:48029","330_0003_565689","Port Jorf","JORF Z","Fournisseur Z","XX","XX","753","753","D2824488","54327300","23349300","25515500","52918900","D_4014900","11227500","EUR","F étrangers","RIYAHI.8620","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","10","Echue dans 30 jours"
"754","OCP_9886:58971","30_0003_500596","Port Jorf","JORF B","Fournisseur A","XX","XX","754","754","=22888","12207000","7288390","8534700","10059700","<_3916106","629310","MAD","F locaux","KARAMI.5973","E - Equipement","SPOC","-12","Echue"
"755","OCP_54713:28572","0921_0090_33254490","Port Jorf","JORF Z","Fournisseur B","XX","XX","755","755","B809974","53659600","43084000","45458500","43483800","F_6377289","23729800","MAD","F locaux","HASSAN.3408","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-7","Echue"
"756","JF8_22098:93629","322_0117_561358727","Port Jorf","JORF B","Fournisseur C","XX","XX","756","756","B1866266","1086480","251530","546482","438456","D_2284071","363150","MAD","F locaux","RABII.963","S - stocks","SPOC","-16","Echue"
"761","JF8_1725:23484","?_690753_73527101","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","A1569284","22734800","15353200","19095600","11245500","<_4278721","9409910","MAD","F locaux","KANFAOUI.131","S - stocks","Litige","42","Echue dans 60 jours"
"762","JF8_71447:80893","CDS30403_0210_59061","Port Jorf","JORF B","Fournisseur Y","XX","XX","762","762","<6422862","93715000","15074700","69360200","29387100","B_1801152","9014210","EUR","F étrangers","SAMAR.8964","M - marché","SPOC","47","Echue dans 60 jours"
"763","JF8_11187:67104","330_0003_565690","Port Jorf","JORF Z","Fournisseur Z","XX","XX","763","763","?4084125","72592600","17608000","26128700","57137800","A_278603","52120700","USD","F étrangers","RIYAHI.8621","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","8","Echue dans 30 jours"
"764","JF8_41877:72266","30_0003_500597","Port Jorf","JORF B","Fournisseur A","XX","XX","764","764","B2842851","56575000","30615900","34717700","19260600","B_4299453","17373000","MAD","F locaux","KARAMI.5974","E - Equipement","SPOC","-15","Echue"
"765","JF8_95764:60584","0921_0090_33254491","Port Jorf","JORF Z","Fournisseur B","XX","XX","765","765","@5182470","58993700","2244460","2591570","54369100","<_2526229","53963400","MAD","F locaux","HASSAN.3409","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-10","Echue"
"766","OCP_30134:2365","322_0117_561358728","Port Jorf","JORF B","Fournisseur C","XX","XX","766","766","=1349554","94447100","74517100","90216500","930698","=_880766","844725","MAD","F locaux","RABII.964","S - stocks","SPOC","49","Echue dans 60 jours"
"771","OCP_19443:436","U_847748_15811592","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","A6163426","90017800","1321090","1505340","2445070","=_5406333","1507380","MAD","F locaux","KANFAOUI.132","S - stocks","Litige","20","Echue dans 30 jours"
"772","JF8_57865:1169","CDS30403_0210_59062","Port Jorf","JORF B","Fournisseur Y","XX","XX","772","772","C679543","85494100","81880700","83192700","31105600","=_3680372","7735950","USD","F étrangers","SAMAR.8965","M - marché","SPOC","6","Echue dans 7 jours"
"773","OCP_69838:13919","330_0003_565691","Port Jorf","JORF Z","Fournisseur Z","XX","XX","773","773","B4028400","73914200","28283200","35298300","62176700","=_3290305","56860700","EUR","F étrangers","RIYAHI.8622","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","21","Echue dans 30 jours"
"774","OCP_28942:24164","30_0003_500598","Port Jorf","JORF B","Fournisseur A","XX","XX","774","774",">4149716","49905300","18756500","28064800","30742700","=_2962765","21052800","MAD","F locaux","KARAMI.5975","E - Equipement","SPOC","58","Echue dans 60 jours"
"775","OCP_37857:99626","0921_0090_33254492","Port Jorf","JORF Z","Fournisseur B","XX","XX","775","775","F6456351","49950800","9658970","15165600","36471200","C_1502294","13396600","MAD","F locaux","HASSAN.3410","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","13","Echue dans 30 jours"
"776","OCP_48132:52509","322_0117_561358729","Port Jorf","JORF B","Fournisseur C","XX","XX","776","776","A5952648","9595640","1942680","3501100","2738180","E_6414998","1066850","MAD","F locaux","RABII.965","S - stocks","SPOC","-19","Echue"
"781","JF8_75446:52594","J_802533_23798627","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","B2844296","37391900","2650350","3084380","20363900","=_5499832","8110560","MAD","F locaux","KANFAOUI.133","S - stocks","Litige","-13","Echue"
"782","OCP_77273:36220","CDS30403_0210_59063","Port Jorf","JORF B","Fournisseur Y","XX","XX","782","782",">6319970","7982680","624560","826021","3782840","@_2558547","1760530","EUR","F étrangers","SAMAR.8966","M - marché","SPOC","-11","Echue"
"783","JF8_84930:71950","330_0003_565692","Port Jorf","JORF Z","Fournisseur Z","XX","XX","783","783","A1358081","40068000","2719420","19848900","31785900","@_6482530","8017840","USD","F étrangers","RIYAHI.8623","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-20","Echue"
"784","JF8_82953:59686","30_0003_500599","Port Jorf","JORF B","Fournisseur A","XX","XX","784","784","D3852062","68045800","46027600","46571700","38399500","D_6069391","830068","MAD","F locaux","KARAMI.5976","E - Equipement","SPOC","7","Echue dans 7 jours"
"785","OCP_24817:97347","0921_0090_33254493","Port Jorf","JORF Z","Fournisseur B","XX","XX","785","785","A2518429","1625030","338551","559463","109492",">_5436989","9493","MAD","F locaux","HASSAN.3411","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","40","Echue dans 60 jours"
"786","JF8_89954:67577","322_0117_561358730","Port Jorf","JORF B","Fournisseur C","XX","XX","786","786","@1513280","26504700","11124600","19810600","16172400","F_492295","9291200","MAD","F locaux","RABII.966","S - stocks","SPOC","58","Echue dans 60 jours"
"791","JF8_36808:2853","J_856681_98512918","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","F879591","91545700","21571600","80755600","27811900","<_3054995","21396900","MAD","F locaux","KANFAOUI.134","S - stocks","Litige","-1","Echue"
"792","OCP_36586:7230","CDS30403_0210_59064","Port Jorf","JORF B","Fournisseur Y","XX","XX","792","792","D2227818","9795830","2403180","6864130","6703890",">_1339492","1826220","USD","F étrangers","SAMAR.8967","M - marché","SPOC","3","Echue dans 7 jours"
"793","OCP_15146:30618","330_0003_565693","Port Jorf","JORF Z","Fournisseur Z","XX","XX","793","793","D3965500","59811900","40383900","53646100","2614950","C_6185966","2380890","EUR","F étrangers","RIYAHI.8624","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","58","Echue dans 60 jours"
"794","OCP_48120:21304","30_0003_500600","Port Jorf","JORF B","Fournisseur A","XX","XX","794","794","D415764","83007900","2048380","45440300","40681000","@_6610239","17688100","MAD","F locaux","KARAMI.5977","E - Equipement","SPOC","-9","Echue"
"795","JF8_39122:16948","0921_0090_33254494","Port Jorf","JORF Z","Fournisseur B","XX","XX","795","795","@1216212","8189000","369703","2204040","2435420","B_1169088","319288","MAD","F locaux","HASSAN.3412","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","60","Echue dans 60 jours"
"796","OCP_84771:81836","322_0117_561358731","Port Jorf","JORF B","Fournisseur C","XX","XX","796","796","?403063","50169300","32010200","41146600","7077270","<_6588028","1426850","MAD","F locaux","RABII.967","S - stocks","SPOC","-8","Echue"
"801","JF8_68637:29433","U_629649_92696004","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","F4718298","62029300","10354000","35716600","20965000","=_5679246","20280000","MAD","F locaux","KANFAOUI.135","S - stocks","Litige","55","Echue dans 60 jours"
"802","JF8_64903:1423","CDS30403_0210_59065","Port Jorf","JORF B","Fournisseur Y","XX","XX","802","802","C928491","54881100","1171270","3311520","19962300",">_1942474","18223900","USD","F étrangers","SAMAR.8968","M - marché","SPOC","48","Echue dans 60 jours"
"803","JF8_39932:86022","330_0003_565694","Port Jorf","JORF Z","Fournisseur Z","XX","XX","803","803","@2736231","5078850","721130","3389940","3868750","E_3014334","69712","EUR","F étrangers","RIYAHI.8625","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","13","Echue dans 30 jours"
"804","OCP_69550:92826","30_0003_500601","Port Jorf","JORF B","Fournisseur A","XX","XX","804","804","C31567","83278900","1145260","60546000","56762600","D_3604671","10692500","MAD","F locaux","KARAMI.5978","E - Equipement","SPOC","-6","Echue"
"805","OCP_9215:23559","0921_0090_33254495","Port Jorf","JORF Z","Fournisseur B","XX","XX","805","805","?4476021","47035600","4198840","18300100","43280800","B_1292317","24227800","MAD","F locaux","HASSAN.3413","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","56","Echue dans 60 jours"
"806","OCP_65599:88661","322_0117_561358732","Port Jorf","JORF B","Fournisseur C","XX","XX","806","806","D3989178","10953000","886430","1174340","375841","B_3771620","141535","MAD","F locaux","RABII.968","S - stocks","SPOC","31","Echue dans 60 jours"
"811","JF8_82259:93629","U_779214_18412347","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","D2334368","64619200","21245000","22230300","5162570",">_609775","2519090","MAD","F locaux","KANFAOUI.136","S - stocks","Litige","57","Echue dans 60 jours"
"812","OCP_42756:43706","CDS30403_0210_59066","Port Jorf","JORF B","Fournisseur Y","XX","XX","812","812","D5323637","70879600","17152200","29601200","68836800","F_2015920","22723000","USD","F étrangers","SAMAR.8969","M - marché","SPOC","5","Echue dans 7 jours"
"813","OCP_29854:90803","330_0003_565695","Port Jorf","JORF Z","Fournisseur Z","XX","XX","813","813","A1856034","4976810","2098460","4375120","4200290","B_2738491","1048090","EUR","F étrangers","RIYAHI.8626","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","39","Echue dans 60 jours"
"814","JF8_91186:36848","30_0003_500602","Port Jorf","JORF B","Fournisseur A","XX","XX","814","814","D1410432","76174600","51897400","53143200","34230600","A_2287551","14916400","MAD","F locaux","KARAMI.5979","E - Equipement","SPOC","28","Echue dans 30 jours"
"815","JF8_24420:79102","0921_0090_33254496","Port Jorf","JORF Z","Fournisseur B","XX","XX","815","815","@52267","67966400","25118200","36927900","50912300","@_1102566","29388900","MAD","F locaux","HASSAN.3414","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","-11","Echue"
"816","JF8_60851:37809","322_0117_561358733","Port Jorf","JORF B","Fournisseur C","XX","XX","816","816","@6048759","7669250","916951","2089140","3896980","@_5329165","1019400","MAD","F locaux","RABII.969","S - stocks","SPOC","-3","Echue"
"821","OCP_47428:32952","I_314570_14303781","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","B2274558","52350000","30133800","41666500","12707300","=_636258","3673910","MAD","F locaux","KANFAOUI.137","S - stocks","Litige","18","Echue dans 30 jours"
"822","OCP_51576:18562","CDS30403_0210_59067","Port Jorf","JORF B","Fournisseur Y","XX","XX","822","822","F4669552","57264800","19870400","37721000","7668420","=_156045","3075100","USD","F étrangers","SAMAR.8970","M - marché","SPOC","-12","Echue"
"823","JF8_27968:86386","330_0003_565696","Port Jorf","JORF Z","Fournisseur Z","XX","XX","823","823","=2313930","77808600","33842600","35081600","4779420","D_6259454","284137","EUR","F étrangers","RIYAHI.8627","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","36","Echue dans 60 jours"
"824","OCP_27064:18003","30_0003_500603","Port Jorf","JORF B","Fournisseur A","XX","XX","824","824","A3129030","18478600","7656490","12358500","15304600","C_1597293","6871210","MAD","F locaux","KARAMI.5980","E - Equipement","SPOC","34","Echue dans 60 jours"
"825","OCP_53397:90872","0921_0090_33254497","Port Jorf","JORF Z","Fournisseur B","XX","XX","825","825","<1291311","93944500","63257200","90448700","89941800","<_3890963","42265600","MAD","F locaux","HASSAN.3415","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","42","Echue dans 60 jours"
"826","JF8_68128:13207","322_0117_561358734","Port Jorf","JORF B","Fournisseur C","XX","XX","826","826","F2815419","91143800","17112000","48352100","2601070","F_6439747","2199880","MAD","F locaux","RABII.970","S - stocks","SPOC","16","Echue dans 30 jours"
"831","OCP_6910:87225","G_99123_46046326","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","<1719301","66383200","31002400","43912500","60111500","F_394965","23785300","MAD","F locaux","KANFAOUI.138","S - stocks","Litige","9","Echue dans 30 jours"
"832","OCP_56881:91744","CDS30403_0210_59068","Port Jorf","JORF B","Fournisseur Y","XX","XX","832","832","B4682730","52534700","17035600","19428700","47650900","D_1450395","44215200","EUR","F étrangers","SAMAR.8971","M - marché","SPOC","2","Echue dans 7 jours"
"833","JF8_44498:15083","330_0003_565697","Port Jorf","JORF Z","Fournisseur Z","XX","XX","833","833","?1868858","9173080","3204280","7638600","1296870","E_5551969","70662","EUR","F étrangers","RIYAHI.8628","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","44","Echue dans 60 jours"
"834","OCP_48946:2357","30_0003_500604","Port Jorf","JORF B","Fournisseur A","XX","XX","834","834","F3814412","19728900","8631900","17698700","5242710","F_2534382","441459","MAD","F locaux","KARAMI.5981","E - Equipement","SPOC","18","Echue dans 30 jours"
"835","OCP_66637:26268","0921_0090_33254498","Port Jorf","JORF Z","Fournisseur B","XX","XX","835","835","B6042184","12438800","886180","994196","2217890",">_1566974","903468","MAD","F locaux","HASSAN.3416","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","11","Echue dans 30 jours"
"836","JF8_41211:28959","322_0117_561358735","Port Jorf","JORF B","Fournisseur C","XX","XX","836","836","A592575","83187500","13495000","25869100","29444700","B_2744454","29251400","MAD","F locaux","RABII.971","S - stocks","SPOC","-17","Echue"
"841","JF8_76062:43209","@_508696_71111941","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","=897437","5892080","1045790","3573530","2152560",">_2686881","147540","MAD","F locaux","KANFAOUI.139","S - stocks","Litige","13","Echue dans 30 jours"
"842","OCP_64240:1085","CDS30403_0210_59069","Port Jorf","JORF B","Fournisseur Y","XX","XX","842","842",">5496530","10091600","3134500","3927920","5669960","F_4450566","5455100","EUR","F étrangers","SAMAR.8972","M - marché","SPOC","58","Echue dans 60 jours"
"843","JF8_32630:79571","330_0003_565698","Port Jorf","JORF Z","Fournisseur Z","XX","XX","843","843","B1710757","8486530","196460","3300220","4587050",">_4193265","3889460","USD","F étrangers","RIYAHI.8629","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","28","Echue dans 30 jours"
"844","JF8_103:93043","30_0003_500605","Port Jorf","JORF B","Fournisseur D","XX","XX","844","844","B55794","73703300","19318400","24758500","41265900","@_483108","27513600","MAD","F locaux","KARAMI.5982","E - Equipement","SPOC","-1","Echue"
"845","OCP_81528:97510","0921_0090_33254499","Port Jorf","JORF Z","Fournisseur B","XX","XX","845","845","B1053778","44515200","32413700","38894100","5913570","?_3431559","1965310","MAD","F locaux","HASSAN.3417","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","29","Echue dans 30 jours"
"846","JF8_19193:40972","322_0117_561358736","Port Jorf","JORF B","Fournisseur C","XX","XX","846","846","D5238443","69635200","14658700","29094200","38021600","E_2665673","11208400","MAD","F locaux","RABII.972","S - stocks","SPOC","49","Echue dans 60 jours"
"851","OCP_23346:48424","K_268389_29872648","Port Jorf","JORF Z","Fournisseur X","Missing","Missing","Missing","Missing","?5981740","28886900","46788","722383","23559300","B_2494691","6136330","MAD","F locaux","KANFAOUI.140","S - stocks","Litige","15","Echue dans 30 jours"
"852","JF8_99503:52756","CDS30403_0210_59070","Port Jorf","JORF B","Fournisseur Y","XX","XX","852","852","@3247606","24593200","2808410","19768000","14425400","=_136164","11053400","USD","F étrangers","SAMAR.8973","M - marché","SPOC","21","Echue dans 30 jours"
"853","OCP_10620:66298","330_0003_565699","Port Jorf","JORF Z","Fournisseur Z","XX","XX","853","853","E797494","83893700","6856440","20648600","905863","@_6113972","547629","USD","F étrangers","RIYAHI.8630","M - Frais communs - Achats de Travaux, Etudes et Prestations de service","SPOC","44","Echue dans 60 jours"
